Origin,Destination,dist_da_t_op,time_da_t_op,toll_op,hbw_lo_pk,hbw_med_pk,hbw_hi_pk,hbc_hi_op,hbs_hi_op,hbo_hi_op,nhb_hi_op
172,141,32.8,40.5,0,-4.123,-2.603,-1.899,-1.176,-0.546,-0.988,-1.492
172,142,35.2,44,0,-4.352,-2.736,-2.031,-1.253,-0.624,-1.065,-1.612
172,143,28.5,39.1,0,-3.638,-2.308,-1.629,-1.048,-0.417,-0.855,-1.336
172,144,28.6,40.1,0,-3.598,-2.291,-1.619,-1.048,-0.414,-0.855,-1.362
172,145,29,41.7,0,-3.78,-2.423,-1.729,-1.109,-0.479,-0.918,-1.336
172,146,30.1,43.3,0,-3.894,-2.477,-1.796,-1.146,-0.517,-0.956,-1.498
172,147,32.9,41.1,0,-4.184,-2.646,-1.911,-1.186,-0.559,-0.995,-1.493
172,148,35.6,45.2,0,-4.551,-2.855,-2.055,-1.302,-0.674,-1.113,-1.662
172,149,38.2,47.6,0,-4.754,-2.956,-2.154,-1.362,-0.742,-1.165,-1.727
172,150,36,43.3,0,-4.478,-2.801,-2.048,-1.272,-0.64,-1.083,-1.594
172,151,34.6,42.6,0,-4.345,-2.753,-2.052,-1.242,-0.612,-1.052,-1.549
172,152,32.9,39.4,0,-4.082,-2.6,-1.962,-1.159,-0.534,-0.969,-1.466
172,153,35.6,42.6,0,-4.431,-2.795,-2.104,-1.253,-0.626,-1.06,-1.583
172,154,38.6,49.7,0,-4.882,-3.096,-2.354,-1.409,-0.78,-1.216,-1.808
172,155,46.7,65.1,0,-5.489,-3.156,-2.359,-1.572,-0.944,-1.375,-2.129
172,156,31.9,41.7,0,-4.231,-2.453,-1.838,-1.256,-0.629,-1.052,-1.662
172,157,34.6,45,0,-4.076,-2.264,-1.649,-1.11,-0.481,-0.913,-1.415
172,158,33.3,43.2,0,-3.884,-2.195,-1.618,-1.047,-0.421,-0.852,-1.347
172,159,36.7,48.7,0,-4.457,-2.524,-1.866,-1.239,-0.612,-1.045,-1.628
172,160,32.6,44.9,0,-3.942,-2.242,-1.667,-1.093,-0.466,-0.897,-1.4
172,161,27.3,39.8,0,-3.516,-2.009,-1.502,-0.975,-0.346,-0.776,-1.251
172,162,23.6,36.9,0,-3.081,-1.77,-1.347,-0.853,-0.224,-0.664,-1.013
172,163,26.8,42,0,-3.163,-1.846,-1.402,-0.906,-0.277,-0.68,-1.223
172,164,23.4,38.5,0,-2.968,-1.791,-1.383,-0.861,-0.233,-0.659,-0.975
172,165,24.8,45,0,-3.291,-1.992,-1.553,-0.988,-0.381,-0.789,-1.208
172,166,19.5,33.4,0,-2.589,-1.53,-1.189,-0.731,-0.098,-0.538,-0.978
172,167,18.2,30.3,0,-2.589,-1.518,-1.158,-0.697,-0.067,-0.498,-0.769
172,168,19.1,37.7,0,-2.917,-1.718,-1.354,-0.843,-0.212,-0.656,-1.36195
172,169,14.9,30.9,0,-2.091,-1.278,-1.025,-0.625,0.004,-0.425,-0.842
172,170,15.4,26.7,0,-2.211,-1.313,-1.015,-0.616,0.019,-0.405,-0.698
172,171,11.2,20.2,0,-0.027,-0.3,-0.337,-0.224,0.562,0.184,0.008
172,172,2.8,6.1,0,-0.012,-0.122,-0.141,0,0.849,0.22,0.128
172,173,7.4,14.4,0,-0.957,-0.568,-0.459,-0.316,0.332,0.006,-0.21
172,174,12.5,21.4,0,-1.49,-0.881,-0.683,-0.401,0.239,-0.159,-0.276
172,175,11.1,18.7,0,-1.406,-0.815,-0.625,-0.36,0.271,-0.13,-0.323
172,176,20.9,37.4,0,-2.802,-1.711,-1.332,-0.831,-0.204,-0.629,-1.065
172,177,34.9,54.4,0,-4.468,-2.612,-1.977,-1.331,-0.684,-1.127,-1.659
172,178,28.7,50.6,0,-3.924,-2.357,-1.827,-1.203,-0.574,-0.998,-1.552
172,179,23,39,0,-3.441,-2.031,-1.555,-0.921,-0.292,-0.719,-1.183
172,180,28.7,47.9,0,-3.719,-2.317,-1.809,-1.113,-0.477,-0.924,-1.47
172,181,29.7,48.4,0,-3.88,-2.321,-1.787,-1.128,-0.496,-0.925,-1.45
172,182,34,54.6,0,-4.462,-2.67,-2.057,-1.324,-0.692,-1.132,-1.736
172,183,37,58.4,0,-4.993,-3.063,-2.399,-1.431,-0.802,-1.235,-1.893
172,184,30.2,47.5,0,-3.342,-2.127,-1.683,-1.109,-0.481,-0.91,-1.412
172,185,34.4,47.4,0,-4.044,-2.541,-2.003,-1.233,-0.605,-1.043,-1.628
172,186,41.1,49.1,0,-4.408,-2.761,-2.178,-1.366,-0.735,-1.174,-1.838
172,187,40.1,50.8,0,-5.042,-3.137,-2.311,-1.461,-0.836,-1.296,-2.017
172,188,42.5,54.4,0,-5.347,-3.308,-2.431,-1.563,-0.932,-1.37,-1.979
172,189,52.3,69,0,-6.334,-3.862,-2.828,-1.841,-1.217,-1.655,-2.706
172,190,46.1,59.3,0,-5.715,-3.537,-2.657,-1.652,-1.026,-1.467,-1.36195
172,191,46.3,58,0,-5.784,-3.559,-2.668,-1.663,-1.034,-1.475,-2.16
172,192,34.7,43,0,-4.085,-2.56,-1.867,-1.191,-0.564,-0.994,-1.59
172,193,53.7,77.9,0,-5.825,-3.426,-2.608,-1.719,-1.09,-1.526,-2.537
172,194,65.4,82.2,0,-5.876,-3.582,-2.776,-1.783,-1.155,-1.594,-3.287
172,195,59.2,67.9,0,-6.488,-3.871,-2.954,-1.941,-1.314,-1.752,-1.36195
172,196,69,80,0,-7.805,-4.593,-3.476,-2.325,-1.695,-2.134,-3.125
172,197,55.8,69,0,-6.171,-3.729,-2.888,-1.836,-1.209,-1.649,-2.476
172,198,47.7,54.3,0,-5.227,-3.213,-2.485,-1.567,-0.936,-1.405,-2.219
172,199,51.7,77.9,0,-6.71,-3.939,-2.991,-1.988,-1.369,-1.799,-2.72
172,200,45.3,72.2,0,-3.943,-2.422,-1.89,-1.272,-0.656,-1.012,-1.447
172,201,69.5,100.4,0,-8.369,-4.886,-3.693,-2.531,-1.905,-2.347,-3.499
172,202,55.4,88.9,0,-6.63,-3.976,-3.067,-2.048,-1.411,-1.855,-2.826
172,203,67,101.3,0,-8.086,-4.745,-3.6,-2.455,-1.836,-2.272,-1.36195
172,204,76.4,115,0,-11.161,-6.524,-4.93,-3.386,-2.75,-3.198,-3.384
172,205,88,130.2,0,-10.942,-6.335,-4.751,-3.275,-2.648,-3.088,-4.768
172,206,80.2,117.1,0,-8.79,-5.16,-3.915,-2.625,-2,-2.441,-3.633
172,207,67.8,103.7,0,-9.185,-5.359,-4.046,-2.758,-2.14,-2.575,-1.36195
172,208,67.7,99.2,0,-8.045,-4.659,-3.477,-2.347,-1.717,-2.158,-1.36195
172,209,78.8,119.5,0,-9.831,-5.784,-4.392,-2.997,-2.394,-2.811,-4.086
172,210,86.6,93.6,0,-8.486,-4.87,-3.606,-2.46,-1.83,-2.27,-1.36195
172,211,65.3,87.6,0,-7.769,-4.689,-3.447,-2.294,-1.681,-2.106,-1.36195
172,212,82.3,85.6,0,-9.016,-5.173,-3.831,-2.615,-1.99,-2.427,-1.36195
172,213,89,91.2,0,-9.452,-5.416,-4.007,-2.744,-2.12,-2.557,-1.36195
172,214,75.2,84.3,0,-8.931,-5.226,-3.931,-2.648,-2.02,-2.46,-3.354
172,215,63.7,86,0,-7.89,-4.788,-3.538,-2.346,-1.7,-2.158,-1.36195
172,216,27.9,35.8,0,-3.455,-2.291,-1.753,-1.072,-0.445,-0.887,-1.359
172,217,20.8,28.1,0,-2.852,-1.671,-1.277,-0.801,-0.176,-0.609,-1.118
172,218,13.2,20.5,0,-1.52,-0.91,-0.712,-0.406,0.225,-0.199,-0.644
172,219,11.4,19.2,0,-1.376,-0.841,-0.675,-0.364,0.267,-0.153,-0.516
172,220,7.9,16,0,-0.868,-0.555,-0.476,-0.256,0.411,-0.023,-0.353
172,221,6.6,13.2,0,-0.721,-0.476,-0.408,-0.175,0.506,0.046,-0.232
172,222,5.7,11.8,0,-0.36,-0.366,-0.355,-0.155,0.53,0.07,-0.18
172,223,13.2,19.8,0,-1.534,-1.133,-1.009,-0.482,0.15,-0.284,-0.534
172,224,14,21.3,0,-2.593,-1.983,-1.724,-0.937,-0.265,-0.679,-1.094
172,225,14.3,21.6,0,-1.848,-1.361,-1.178,-0.537,0.095,-0.33,-0.618
172,226,30.4,36.6,0,-3.685,-2.401,-1.838,-1.071,-0.442,-0.88,-1.355
172,227,33,39.3,0,-3.947,-2.566,-1.956,-1.149,-0.522,-0.965,-1.514
172,228,34.9,41.1,0,-4.188,-2.664,-2.007,-1.194,-0.56,-1.001,-1.36195
172,229,39.7,45.2,0,-4.656,-2.932,-2.196,-1.351,-0.723,-1.163,-1.763
172,230,112.3,144.9,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,231,482.3,519.9,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,232,1689.1,1891,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,233,1634.6,1844.5,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,234,57.7,204.7,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,235,7532.3,8199.9,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
172,236,8032.3,8799.9,0,-3.99616,-2.29274,-1.63919,-0.98508,-0.356093,-0.798336,-1.36195
173,1,20.1,29.9,0,-2.328,-1.48,-1.17,-0.692,-0.06,-0.526,-0.916
173,2,19.8,30.3,0,-2.122,-1.396,-1.125,-0.675,-0.044,-0.447,-0.804
173,3,20.5,34.7,0,-2.444,-1.593,-1.276,-0.759,-0.129,-0.567,-0.936
173,4,20.7,33.9,0,-2.303,-1.501,-1.201,-0.717,-0.092,-0.516,-0.892
173,5,18.5,29.2,0,-2.111,-1.382,-1.108,-0.634,-0.003,-0.438,-0.75
173,6,17.1,27.8,0,-1.879,-1.25,-1.008,-0.579,0.059,-0.382,-0.656
173,7,16.4,26.8,0,-1.852,-1.225,-0.987,-0.543,0.086,-0.351,-0.666
173,8,17.6,30.5,0,-2.075,-1.375,-1.11,-0.616,0.015,-0.425,-0.758
173,9,16.8,29,0,-1.929,-1.283,-1.036,-0.579,0.049,-0.384,-0.701
173,10,13.2,23.5,0,-1.276,-0.897,-0.749,-0.447,0.192,-0.193,-0.454
173,11,17.6,27.6,0,-1.922,-1.265,-1.024,-0.57,0.068,-0.381,-0.716
173,12,15.2,25.2,0,-1.411,-0.971,-0.804,-0.486,0.151,-0.232,-0.534
173,13,15.1,25.1,0,-1.186,-0.844,-0.709,-0.479,0.157,-0.154,-0.392
173,14,12.3,22.6,0,-1.193,-0.826,-0.687,-0.383,0.3,-0.148,-0.364
173,15,10.7,19.3,0,-0.902,-0.661,-0.563,-0.307,0.448,-0.047,-0.199
173,16,8.4,15.7,0,-0.885,-0.631,-0.532,-0.235,0.491,-0.035,-0.242
173,17,12.4,22.3,0,-1.479,-0.994,-0.808,-0.457,0.191,-0.255,-0.623
173,18,11.4,19.7,0,-1.179,-0.763,-0.621,-0.339,0.3,-0.118,-0.386
173,19,10.9,20,0,-1.116,-0.794,-0.667,-0.361,0.389,-0.122,-0.291
173,20,10.4,19,0,-0.795,-0.631,-0.539,-0.514,0.337,0.093,-0.086
173,21,10.6,18.3,0,-1.194,-0.762,-0.616,-0.323,0.323,-0.12,-0.411
173,22,12.1,21.6,0,-1.379,-0.873,-0.702,-0.388,0.267,-0.188,-0.512
173,23,8.6,14.7,0,-0.878,-0.559,-0.455,-0.22,0.415,-0.012,-0.255
173,24,10.3,17.3,0,-1.116,-0.729,-0.605,-0.321,0.298,-0.099,-0.419
173,25,9.4,17.2,0,-1.135,-0.719,-0.582,-0.307,0.346,-0.106,-0.388
173,26,11.3,21.1,0,-1.282,-0.829,-0.681,-0.377,0.27,-0.169,-0.493
173,27,9.2,15.9,0,-0.994,-0.623,-0.505,-0.279,0.45,-0.05,-0.335
173,28,13.4,24.7,0,-1.48,-0.932,-0.75,-0.441,0.221,-0.233,-0.593
173,29,9.8,18.9,0,-1.185,-0.786,-0.648,-0.322,0.298,-0.114,-0.382
173,30,8.6,16.8,0,-1.08,-0.714,-0.59,-0.285,0.381,-0.088,-0.369
173,31,7.6,14,0,-0.843,-0.541,-0.443,-0.235,0.389,0.014,-0.254
173,32,9.7,19.2,0,-1.262,-0.81,-0.66,-0.32,0.277,-0.128,-0.448
173,33,10.1,19.1,0,-1.389,-0.882,-0.716,-0.414,0.267,-0.173,-0.515
173,34,13.2,24.6,0,-1.757,-1.125,-0.914,-0.551,0.104,-0.297,-0.709
173,35,18.7,30.3,0,-3.042,-1.96,-1.591,-0.714,-0.072,-0.517,-0.877
173,36,18.2,28.3,0,-2.629,-1.745,-1.447,-0.655,0.001,-0.45,-0.827
173,37,16.7,27.4,0,-2.426,-1.518,-1.21,-0.55,0.105,-0.311,-0.715
173,38,21.2,32.8,0,-3.102,-2.03,-1.67,-0.793,-0.158,-0.588,-1.36195
173,39,12.6,20.4,0,-1.465,-0.923,-0.744,-0.476,0.302,-0.232,-0.764
173,40,13.7,22,0,-2.171,-1.467,-1.234,-0.495,0.135,-0.283,-0.549
173,41,13.2,22,0,-2.015,-1.37,-1.157,-0.461,0.174,-0.224,-0.558
173,42,14.8,23,0,-2.159,-1.456,-1.224,-0.527,0.097,-0.286,-0.602
173,43,16.8,24.9,0,-2.642,-1.722,-1.409,-0.591,0.037,-0.359,-0.703
173,44,17.7,27.3,0,-2.861,-1.824,-1.478,-0.68,-0.043,-0.463,-0.824
173,45,16.5,25.7,0,-2.499,-1.576,-1.27,-0.653,0.001,-0.43,-0.797
173,46,15.8,26.8,0,-1.926,-1.223,-0.991,-0.621,0.124,-0.327,-0.645
173,47,18,31.8,0,-2.539,-1.616,-1.31,-0.751,-0.124,-0.512,-0.979
173,48,12.4,24.4,0,-1.744,-1.131,-0.93,-0.58,0.129,-0.245,-0.557
173,49,10.8,20.2,0,-1.439,-0.916,-0.744,-0.457,0.169,-0.19,-0.538
173,50,13.7,25.8,0,-1.765,-1.139,-0.928,-0.573,0.156,-0.301,-0.688
173,51,15.9,29.3,0,-2.064,-1.342,-1.098,-0.674,-0.013,-0.41,-0.867
173,52,13.6,24.8,0,-1.867,-1.202,-0.981,-0.565,0.125,-0.328,-0.71
173,53,17.6,30.7,0,-2.403,-1.574,-1.295,-0.763,-0.139,-0.491,-0.939
173,54,19,31,0,-2.748,-1.804,-1.487,-0.828,-0.196,-0.58,-0.992
173,55,19.2,31,0,-3.19,-2.195,-1.863,-0.9,-0.436,-0.736,-1.235
173,56,20.5,32.3,0,-3.215,-2.164,-1.812,-0.955,-0.267,-0.737,-1.107
173,57,20.5,31.9,0,-3.091,-2.037,-1.683,-0.846,-0.182,-0.645,-1.081
173,58,22.8,34.1,0,-3.315,-2.172,-1.788,-0.929,-0.271,-0.686,-1.142
173,59,18.6,30.1,0,-2.995,-1.909,-1.548,-0.776,-0.149,-0.567,-0.921
173,60,19.7,30.8,0,-3.11,-1.989,-1.616,-0.805,-0.176,-0.594,-0.935
173,61,21.3,32.1,0,-3.035,-1.963,-1.605,-0.89,-0.263,-0.665,-1.066
173,62,20,32.1,0,-2.78,-1.801,-1.474,-0.846,-0.222,-0.604,-1.021
173,63,19.4,30.1,0,-3.07,-1.954,-1.582,-0.751,-0.105,-0.527,-0.89
173,64,20.9,32.2,0,-3.179,-2.034,-1.652,-0.814,-0.175,-0.599,-0.97
173,65,23.2,32.1,0,-3.527,-2.268,-1.848,-0.968,-0.341,-0.756,-1.235
173,66,24.3,33,0,-3.419,-2.189,-1.779,-0.855,-0.243,-0.664,-1.36195
173,67,23,35.3,0,-3.435,-2.186,-1.762,-0.864,-0.236,-0.673,-1.36195
173,68,21.3,34.3,0,-3.122,-2.042,-1.679,-0.84,-0.239,-0.69,-1.108
173,69,24,40.2,0,-3.872,-2.495,-2.026,-1.118,-0.448,-0.923,-1.443
173,70,25.7,40,0,-3.899,-2.509,-2.039,-1.053,-0.366,-0.831,-1.339
173,71,29.9,43.6,0,-4.292,-2.756,-2.235,-1.19,-0.558,-0.976,-1.571
173,72,27.4,39.2,0,-4.201,-2.682,-2.167,-1.126,-0.501,-0.913,-1.433
173,73,25,36.6,0,-3.673,-2.349,-1.903,-1.007,-0.348,-0.786,-1.267
173,74,24.4,34.9,0,-3.801,-2.431,-1.967,-0.98,-0.307,-0.772,-1.232
173,75,26.6,38.2,0,-3.96,-2.521,-2.035,-1.059,-0.375,-0.849,-1.337
173,76,25.3,35.3,0,-4.006,-2.566,-2.042,-1.015,-0.441,-0.826,-1.292
173,77,28.9,37.7,0,-4.168,-2.651,-2.083,-1.114,-0.465,-0.908,-1.402
173,78,27.6,35.6,0,-4.223,-2.678,-2.053,-1.092,-0.439,-0.886,-1.302
173,79,25.3,33.6,0,-3.808,-2.428,-1.774,-1.02,-0.394,-0.8,-1.183
173,80,27.5,35.7,0,-4.184,-2.651,-1.963,-1.094,-0.454,-0.885,-1.286
173,81,27.2,36.6,0,-4.128,-2.613,-1.913,-1.064,-0.405,-0.851,-1.235
173,82,31.6,41.2,0,-4.657,-2.875,-2.103,-1.231,-0.588,-1.033,-1.36195
173,83,34.4,45,0,-5.045,-3.099,-2.266,-1.342,-0.719,-1.15,-1.631
173,84,31.1,40.4,0,-4.636,-2.896,-2.101,-1.214,-0.574,-0.999,-1.391
173,85,29.3,37.2,0,-4.311,-2.729,-2.014,-1.151,-0.511,-0.942,-1.393
173,86,31.5,40.9,0,-5.412,-3.425,-2.495,-1.597,-0.685,-1.282,-1.674
173,87,32.8,43,0,-4.959,-3.093,-2.262,-1.316,-0.678,-1.128,-1.578
173,88,31,39.3,0,-4.71,-2.945,-2.151,-1.228,-0.594,-1.037,-1.441
173,89,30.3,38.4,0,-4.634,-2.894,-2.098,-1.199,-0.566,-1.004,-1.409
173,90,29.6,37,0,-4.469,-2.806,-2.064,-1.171,-0.53,-0.978,-1.375
173,91,30.9,43.3,0,-4.532,-2.913,-2.363,-1.249,-0.621,-1.046,-1.635
173,92,31.4,40.1,0,-4.724,-2.977,-2.194,-1.23,-0.581,-1.044,-1.52
173,93,30.2,38.1,0,-4.552,-2.873,-2.116,-1.189,-0.555,-0.996,-1.477
173,94,30.3,38.1,0,-4.682,-2.951,-2.142,-1.25,-0.616,-1.059,-1.59
173,95,30.3,39.2,0,-4.264,-2.726,-2.168,-1.151,-0.517,-0.936,-1.455
173,96,31.4,39.9,0,-4.698,-2.979,-2.213,-1.28,-0.644,-1.09,-1.605
173,97,31.8,43.6,0,-4.689,-3.024,-2.449,-1.317,-0.689,-1.106,-1.794
173,98,29.4,39.3,0,-4.17,-2.668,-2.157,-1.133,-0.495,-0.915,-1.45
173,99,33,42.9,0,-4.552,-2.91,-2.352,-1.247,-0.616,-1.047,-1.617
173,100,31.5,40.9,0,-4.413,-2.816,-2.274,-1.19,-0.537,-0.987,-1.524
173,101,32.9,44.4,0,-4.649,-2.974,-2.405,-1.257,-0.612,-1.059,-1.66
173,102,35.6,49.2,0,-4.805,-3.074,-2.485,-1.36,-0.739,-1.14,-1.36195
173,103,32.6,40.6,0,-6.178,-3.887,-2.641,-1.651,-1.145,-1.522,-2.035
173,104,34.2,40.9,0,-4.765,-3.011,-2.191,-1.332,-0.697,-1.137,-1.674
173,105,32.1,40.9,0,-4.612,-2.946,-2.138,-1.29,-0.645,-1.091,-1.609
173,106,33,40.1,0,-4.774,-2.987,-2.111,-1.282,-0.654,-1.09,-1.535
173,107,33.4,40.2,0,-4.723,-2.952,-2.117,-1.286,-0.65,-1.093,-1.526
173,108,33.8,40.8,0,-4.899,-3.042,-2.224,-1.309,-0.678,-1.114,-1.566
173,109,35,44,0,-5.127,-3.192,-2.359,-1.38,-0.75,-1.189,-1.684
173,110,37.6,49.2,0,-5.541,-3.422,-2.528,-1.499,-0.87,-1.311,-1.891
173,111,38.6,47.5,0,-5.496,-3.379,-2.478,-1.487,-0.856,-1.297,-1.857
173,112,35.9,43.4,0,-5.209,-3.205,-2.349,-1.388,-0.76,-1.198,-1.707
173,113,35.9,43.3,0,-5.063,-3.141,-2.278,-1.381,-0.756,-1.185,-1.691
173,114,38.2,46,0,-5.312,-3.263,-2.359,-1.466,-0.838,-1.27,-1.804
173,115,41.6,50,0,-5.777,-3.508,-2.554,-1.577,-0.946,-1.385,-2.015
173,116,39.2,46.9,0,-5.383,-3.345,-2.384,-1.498,-0.868,-1.309,-1.92
173,117,39.5,47.4,0,-5.496,-3.371,-2.465,-1.497,-0.859,-1.306,-1.844
173,118,41.2,49.5,0,-5.607,-3.457,-2.454,-1.561,-0.931,-1.37,-1.972
173,119,45.4,56.8,0,-6.307,-3.817,-2.793,-1.738,-1.113,-1.551,-2.141
173,120,40.9,50.2,0,-5.646,-3.459,-2.53,-1.558,-0.93,-1.362,-1.929
173,121,45.7,58.4,0,-6.227,-3.803,-2.791,-1.746,-1.112,-1.554,-2.166
173,122,47.6,56.4,0,-6.355,-3.86,-2.782,-1.767,-1.136,-1.578,-2.067
173,123,44.9,51.6,0,-5.924,-3.622,-2.583,-1.656,-1.027,-1.465,-2.067
173,124,43.2,50.8,0,-5.78,-3.562,-2.535,-1.612,-0.982,-1.424,-2.089
173,125,42.6,50.2,0,-5.733,-3.518,-2.475,-1.591,-0.964,-1.401,-2.006
173,126,45.4,52.6,0,-6.258,-3.732,-2.684,-1.702,-1.064,-1.512,-1.36195
173,127,44.8,55.1,0,-6.298,-3.786,-2.649,-1.699,-1.082,-1.505,-2.27
173,128,44.1,54.5,0,-5.951,-3.67,-2.6,-1.689,-1.055,-1.496,-2.153
173,129,43.4,52.5,0,-5.888,-3.606,-2.545,-1.646,-1.011,-1.454,-2.105
173,130,42.1,54.6,0,-5.967,-3.654,-2.605,-1.741,-1.114,-1.544,-2.101
173,131,39.4,51.1,0,-5.424,-3.349,-2.376,-1.634,-1.015,-1.445,-1.942
173,132,36.8,45.7,0,-5.177,-3.204,-2.264,-1.498,-0.859,-1.298,-1.753
173,133,37.9,48.9,0,-5.194,-3.202,-2.26,-1.52,-0.891,-1.323,-1.885
173,134,36.8,47.4,0,-5.4,-3.356,-2.483,-1.466,-0.837,-1.273,-1.839
173,135,36.4,45.1,0,-5.27,-3.256,-2.388,-1.424,-0.797,-1.229,-1.729
173,136,34.2,43,0,-5.057,-3.141,-2.284,-1.341,-0.711,-1.148,-1.598
173,137,34.1,42.6,0,-5.016,-3.096,-2.246,-1.337,-0.709,-1.146,-1.612
173,138,35.3,45.2,0,-5.025,-3.084,-2.255,-1.344,-0.713,-1.154,-1.633
173,139,37.2,46.5,0,-5.079,-3.143,-2.316,-1.396,-0.767,-1.204,-1.808
173,140,40.1,48.5,0,-5.213,-3.245,-2.439,-1.405,-0.779,-1.216,-1.882
173,141,37.6,46.2,0,-5.303,-3.254,-2.384,-1.426,-0.796,-1.233,-1.791
173,142,40,49.6,0,-5.453,-3.363,-2.456,-1.475,-0.842,-1.284,-1.907
173,143,33,43.4,0,-4.813,-2.973,-2.182,-1.286,-0.652,-1.092,-1.566
173,144,33.1,44.4,0,-4.791,-2.964,-2.175,-1.291,-0.644,-1.091,-1.589
173,145,33.4,46,0,-4.919,-3.063,-2.295,-1.327,-0.698,-1.134,-1.565
173,146,34.4,47.7,0,-4.892,-3.052,-2.314,-1.325,-0.693,-1.129,-1.732
173,147,37.5,46.9,0,-5.458,-3.345,-2.428,-1.452,-0.823,-1.261,-1.793
173,148,40.2,50.9,0,-5.758,-3.525,-2.561,-1.564,-0.936,-1.371,-1.979
173,149,42.8,53.4,0,-5.989,-3.641,-2.639,-1.624,-0.989,-1.42,-2.026
173,150,40.5,49.3,0,-5.737,-3.509,-2.553,-1.523,-0.888,-1.337,-1.846
173,151,39.6,49.2,0,-5.686,-3.474,-2.537,-1.527,-0.895,-1.336,-1.902
173,152,38.7,46.3,0,-5.456,-3.33,-2.43,-1.478,-0.843,-1.281,-1.36195
173,153,41.3,49.5,0,-5.774,-3.509,-2.566,-1.566,-0.931,-1.37,-1.995
173,154,44.3,56.6,0,-6.215,-3.798,-2.804,-1.714,-1.082,-1.53,-2.255
173,155,43.1,58.5,0,-4.779,-2.768,-2.077,-1.37,-0.736,-1.178,-1.982
173,156,31.7,42.1,0,-4.116,-2.528,-1.942,-1.248,-0.618,-1.067,-1.446
173,157,31,38.5,0,-3.376,-1.886,-1.375,-0.909,-0.269,-0.716,-1.274
173,158,29.7,36.7,0,-3.188,-1.819,-1.345,-0.85,-0.223,-0.653,-1.191
173,159,33.2,42.1,0,-3.786,-2.162,-1.601,-1.051,-0.423,-0.857,-1.496
173,160,29.4,38.5,0,-3.288,-1.885,-1.401,-0.903,-0.279,-0.703,-1.235
173,161,23.9,33.6,0,-2.831,-1.664,-1.258,-0.794,-0.142,-0.588,-1.099
173,162,20.4,30.8,0,-2.296,-1.46,-1.148,-0.672,-0.044,-0.488,-0.82
173,163,23.2,35.3,0,-2.468,-1.467,-1.126,-0.704,-0.076,-0.474,-1.082
173,164,19.8,31.8,0,-2.27,-1.407,-1.103,-0.656,-0.027,-0.456,-0.818
173,165,21.1,38.2,0,-2.592,-1.612,-1.276,-0.784,-0.216,-0.586,-1.047
173,166,16.7,26.4,0,-1.899,-1.196,-0.942,-0.544,0.085,-0.359,-0.637
173,167,14.5,23.6,0,-1.891,-1.14,-0.884,-0.495,0.132,-0.306,-0.631
173,168,17.3,31.5,0,-2.148,-1.418,-1.144,-0.681,-0.052,-0.493,-1.36195
173,169,13.8,24.3,0,-1.481,-1.015,-0.834,-0.469,0.163,-0.262,-0.463
173,170,11.9,20.7,0,-1.55,-0.959,-0.762,-0.438,0.237,-0.224,-0.553
173,171,12.3,21.3,0,-1.518,-1.025,-0.861,-0.437,0.385,-0.085,-0.416
173,172,7.5,14.3,0,-0.817,-0.531,-0.438,-0.252,0.489,0.019,-0.235
173,173,7.3,12.5,0,-0.047,-0.096,-0.112,0.008,0.688,0.251,0.121
173,174,8.3,13.6,0,-0.424,-0.295,-0.252,-0.081,0.676,0.163,-0.05
173,175,8.3,13.5,0,-0.768,-0.468,-0.375,-0.211,0.426,0.046,-0.189
173,176,17.3,30.8,0,-2.122,-1.336,-1.064,-0.64,-0.019,-0.435,-0.967
173,177,31.3,47.7,0,-3.778,-2.23,-1.697,-1.13,-0.44,-0.92,-1.534
173,178,25,43.8,0,-3.239,-1.982,-1.553,-0.999,-0.369,-0.792,-1.394
173,179,20.3,33.2,0,-2.824,-1.698,-1.317,-0.759,-0.132,-0.547,-1.073
173,180,26.2,42.5,0,-3.383,-2.051,-1.597,-0.964,-0.287,-0.767,-1.379
173,181,26.5,42.6,0,-3.281,-1.992,-1.551,-0.965,-0.316,-0.752,-1.382
173,182,30.7,48.9,0,-3.965,-2.394,-1.856,-1.189,-0.538,-0.987,-1.647
173,183,37.9,57.5,0,-4.691,-2.858,-2.232,-1.398,-0.757,-1.177,-1.975
173,184,31.4,47.6,0,-4.299,-2.704,-2.147,-1.166,-0.535,-0.967,-1.474
173,185,34.3,50.7,0,-4.849,-3.042,-2.412,-1.299,-0.663,-1.105,-1.732
173,186,38.4,54.5,0,-5.224,-3.267,-2.592,-1.416,-0.786,-1.219,-1.922
173,187,44.9,56.4,0,-5.861,-3.661,-2.713,-1.634,-1.004,-1.462,-2.28
173,188,47.2,60.4,0,-6.577,-3.993,-2.924,-1.813,-1.164,-1.622,-2.297
173,189,56.9,74.9,0,-7.536,-4.53,-3.317,-2.101,-1.468,-1.904,-2.836
173,190,51.8,66.2,0,-7.071,-4.254,-3.124,-1.964,-1.343,-1.783,-1.36195
